File;Time;Language;Order;Trial;Part;Words;Metaphor;Gesture;Dimension;Handshape;N Hands;Comment;Speech;Grammar;General comments
bi3_1s_PC.eaf;00:02:22.860;;;2;;;;;;;;;;;
bi3_1s_PC.eaf;00:02:25.460;;;2;1;;Brightness;;;;;;denna första var mycket mycket mörk;;
bi3_1s_PC.eaf;00:02:28.060;;;2;1;mörk;Brightness;;;;;;denna första var mycket mycket mörk;;
bi3_1s_PC.eaf;00:03:26.040;;;3;;;;;;;;;;;
bi3_1s_PC.eaf;00:03:38.620;;;3;1;;Brightness;;;;;;den som var typ mörk det var den;;
bi3_1s_PC.eaf;00:03:39.500;;;3;1;mörk;Brightness;1;vert;flat H;2;;den som var typ mörk det var den;;
bi3_1s_PC.eaf;00:03:44.920;;;3;2;;Brightness;;;;;;mycket ljusare;;
bi3_1s_PC.eaf;00:03:44.980;;;3;2;ljusare;Brightness;1;vert;flat H;1;;mycket ljusare;;
bi3_1s_PC.eaf;00:03:59.040;;;4;;;;;;;;;;;
bi3_1s_PC.eaf;00:03:59.120;;;4;1;;Brightness;;;;;;två väldigt ljusa;;
bi3_1s_PC.eaf;00:04:00.140;;;4;;ljusa;;0;;;;;;;
bi3_1s_PC.eaf;00:04:06.180;;;4;2;;Brightness;;;;;;på en skala till 1, 1-10, där 10 är jätteljust, så var det en sekser;;
bi3_1s_PC.eaf;00:04:09.640;;;4;2;jjust;Brightness;0;;;;;på en skala till 1, 1-10, där 10 är jätteljust, så var det en sekser;;
bi3_1s_PC.eaf;00:04:13.800;;;4;3;;Brightness;;;;;;och den andra . var typ en 9er;;
bi3_1s_PC.eaf;00:04:15.560;;;4;3;9er;Brightness;1;vert;flat H;1;;och den andra . var typ en 9er;;
bi3_1s_PC.eaf;00:04:32.740;;;5;;;;;;;;;;;
bi3_1s_PC.eaf;00:05:24.800;;;6;;;;;;;;;;;
bi3_1s_PC.eaf;00:05:25.480;;;6;1;;Brightness;;;;;;den första var väldigt ljus;;
bi3_1s_PC.eaf;00:05:26.660;;;6;1;ljus;Brightness;0;;;;;den första var väldigt ljus;;
bi3_1s_PC.eaf;00:06:10.880;;;7;;;;;;;;;;;
bi3_1s_PC.eaf;00:06:12.340;;;7;1;;Brightness;;;;;;den ena mörkare än den andra;;
bi3_1s_PC.eaf;00:06:12.740;;;7;1;mörkare;Brightness;0;;;;;den ena mörkare än den andra;;
bi3_1s_PC.eaf;00:07:39.220;;;8;;;;;;;;;;;
bi3_1s_PC.eaf;00:07:54.300;;;8;1;;Brightness;;;;;;och sen den andra var i det här 7-8 skalan av ljuset;;
bi3_1s_PC.eaf;00:07:56.080;;;8;1;07/aug;Brightness;1;vert;flat H;2;;och sen den andra var i det här 7-8 skalan av ljuset;;
bi3_1s_PC.eaf;00:08:15.300;;;9;;;;;;;;;;;
bi3_1s_PC.eaf;00:08:19.520;;;9;1;;Brightness;;;;;;ljusare ( );;
bi3_1s_PC.eaf;00:08:19.840;;;9;1;ljusare;Brightness;1;none;other;1;;ljusare ( );;
bi3_1s_PC.eaf;00:08:21.240;;;9;2;;Height;;;;;;den andra var ( ) lägre mörk än den som ( );;
bi3_1s_PC.eaf;00:08:23.020;;;9;2;lägre;Height;0;;;;;den andra var ( ) lägre mörk än den som ( );;
bi3_1s_PC.eaf;00:08:39.740;;;10;;;;;;;;;;;
bi3_1s_PC.eaf;00:08:47.320;;;10;1;;;;;;;;och den andra rösten var typ en mörkare ljus;;
bi3_1s_PC.eaf;00:08:49.360;;;10;1;mörkare;Brightness;1;none;none;1;;och den andra rösten var typ en mörkare ljus;;
bi3_1s_PC.eaf;00:08:57.520;;;10;2;;Brightness;;;;;;och sen ljus kvinna;;
bi3_1s_PC.eaf;00:08:58.540;;;10;2;ljus;Brightness;1;vert;flat V;1;see before;och sen ljus kvinna;;
bi3_1s_PC.eaf;00:09:34.720;;;11;;;;;;;;;;;
bi3_1s_PC.eaf;00:10:22.180;;;12;;;;;;;;;;;
bi3_1s_PC.eaf;00:10:42.460;;;12;1;;Brightness;;;;;;de två ljusa likson kvinnoröster;;
bi3_1s_PC.eaf;00:10:42.780;;;12;1;ljusa;Brightness;1;none;other;2;;de två ljusa likson kvinnoröster;;
bi3_1s_PC.eaf;00:11:06.860;;;13;;;;;;;;;;;
bi3_1s_PC.eaf;00:11:21.680;;;13;1;;;;;;;;i mörkhetskala typ så . en 7er på den första;;
bi3_1s_PC.eaf;00:11:24.920;;;13;1;7er;Brightness;0;;;;;i mörkhetskala typ så . en 7er på den första;;
bi3_1s_PC.eaf;00:11:28.720;;;13;2;;;;;;;;och den andra ljusa i ljusthetskala typ en 6er;;
bi3_1s_PC.eaf;00:11:31.440;;;13;2;6er;Brightness;1;none;none;2;;och den andra ljusa i ljusthetskala typ en 6er;;
bi3_1s_PC.eaf;00:12:28.020;;;14;;;;;;;;;;;
bi3_1s_PC.eaf;00:12:28.210;;;14;1;;Brightness;;;;;;den första är väldigt mörk;;
bi3_1s_PC.eaf;00:12:29.310;;;14;1;mörk;Brightness;0;;;;;den första är väldigt mörk;;
bi3_1s_PC.eaf;00:12:46.730;;;14;2;;Brightness;;;;;;och ljushetsskalan på den andra rösten var väldigt högt, typ en 9er;;
bi3_1s_PC.eaf;00:12:50.030;;;14;2;högt;Brightness;1;vert;flat H;1;;och ljushetsskalan på den andra rösten var väldigt högt, typ en 9er;;
bi3_1s_PC.eaf;00:13:05.970;;;15;;;;;;;;;;;
bi3_1s_PC.eaf;00:13:09.110;;;15;1;;Brightness;;;;;;fast lite ljusare;;
bi3_1s_PC.eaf;00:13:09.690;;;15;1;ljusare;Brightness;0;;;;;fast lite ljusare;;
bi3_1s_PC.eaf;00:13:14.410;;;15;2;mörkare;Brightness;0;;;;;mörkare;;
bi3_2t_AG_PC.eaf;00:00:36.970;;;1;1;;;;;;;;Birinci ses hani medium, orta;;
bi3_2t_AG_PC.eaf;00:02:20.224;;;2;1;;Height;;;;;;Birtanesi cok hani, degelim sekiz, yukarda böyle gidiyor;;
bi3_2t_AG_PC.eaf;00:02:24.977;;;2;1;yukarda;Height;1;vert;flat H;1;gesture starts earlier;Birtanesi cok hani, degelim sekiz, yukarda böyle gidiyor;yukarda = high+locative;
bi3_2t_AG_PC.eaf;00:04:35.252;;;3;;;;;;;;;;;
bi3_2t_AG_PC.eaf;00:04:35.252;;;3;1;;;;;;;;Orta bir yerde;;
bi3_2t_AG_PC.eaf;00:04:44.685;;;3;2;;Height;;;;;;Cok yuksek;;
bi3_2t_AG_PC.eaf;00:04:44.927;;;3;2;yuksek;Height;1;vert;flat H;1;;Cok yuksek;;
bi3_2t_AG_PC.eaf;00:07:14.581;;;;;;;;;;;After some hesitation from the participant, the confederate asks if the two sounds are similar to each other. I chose to include the responses by the participant in this case because I don't see it as a leading question, however you might want to exclude the two following parts due to this interference.;;;
bi3_2t_AG_PC.eaf;00:07:19.314;;;4;;;;;;;;;;;
bi3_2t_AG_PC.eaf;00:07:19.314;;;4;1;;Height;;;;;;Ikincisi daha cok yuksek;;
bi3_2t_AG_PC.eaf;00:07:22.648;;;4;1;yuksek;Height;1;vert;flat H;1;;Ikincisi daha cok yuksek;;
bi3_2t_AG_PC.eaf;00:07:23.753;;;4;2;;Height;;;;;;Birincisi biraz asarda;;
bi3_2t_AG_PC.eaf;00:07:25.238;;;4;2;asarda;Height;1;vert;flat H;1;;Birincisi biraz asarda;asarda = down + locative;
bi3_2t_AG_PC.eaf;00:09:27.500;;;;;;;;;;;Nothing in trial 5;;;
bi3_2t_AG_PC.eaf;00:10:30.219;;;;;;;;;;;;;ortada = middle+locative;
bi3_2t_AG_PC.eaf;00:10:30.220;;;5;;;;;;;;;;;
bi3_2t_AG_PC.eaf;00:10:30.220;;;5;1;;;;;;;;Ortada bir normal ses;;
bi3_2t_AG_PC.eaf;00:10:52.660;;;5;2;;Height;;;;;;Bir yirmi yasinda bir kiz hani, biraz yuksekte;;
bi3_2t_AG_PC.eaf;00:10:57.470;;;;;yuksekte;;1;vert;flat H;1;;;yuksekte = high + locative;
bi3_2t_AG_PC.eaf;00:12:22.874;;;6;;;;;;;;;;;
bi3_2t_AG_PC.eaf;00:12:22.874;;;6;1;;;;;;;;Birisi orta;;
bi3_2t_AG_PC.eaf;00:12:26.431;;;6;2;;Height;;;;;;Ikinci ses cok cok cok yukarda;;
bi3_2t_AG_PC.eaf;00:12:29.469;;;6;2;yukarda;Height;1;vert;flat H;1;;Ikinci ses cok cok cok yukarda;yukarda = above /high + locative;
bi3_2t_AG_PC.eaf;00:13:19.043;;;7;1;;Height;;;;;;Öbusu tam ustunde;;
bi3_2t_AG_PC.eaf;00:13:20.186;;;7;1;usttunde;Height;1;none;flat H;2;;Öbusu tam ustunde;ustunde = above + poss+locative;
bi3_2t_AG_PC.eaf;00:14:18.988;;;8;;;;;;;;;;;
bi3_2t_AG_PC.eaf;00:14:18.988;;;8;1;;;;;;;;Tam ortada birinci ses;;
bi3_2t_AG_PC.eaf;00:14:19.308;;;8;1;;;;;;;;Tam ortada birinci ses;ortada = middle + locative;
bi3_2t_AG_PC.eaf;00:14:40.530;;;8;2;;Height;;;;;;Ama yuksek biraz;;
bi3_2t_AG_PC.eaf;00:14:40.812;;;8;2;yuksek;Height;1;vert;flat H;2;;Ama yuksek biraz;;
bi3_2t_AG_PC.eaf;00:15:07.260;;;9;;;;;;;;;;;
bi3_2t_AG_PC.eaf;00:15:07.260;;;9;1;;;;;;;;Iki ses hani tam ortada;;
bi3_2t_AG_PC.eaf;00:15:08.714;;;9;1;;;;;;;;Iki ses hani tam ortada;ortada = middle + locative;
bi3_2t_AG_PC.eaf;00:15:09.922;;;9;2;;;;;;;;Adam sesi cok, hani tam ortada;;
bi3_2t_AG_PC.eaf;00:15:11.351;;;9;2;;;;;;;;Adam sesi cok, hani tam ortada;ortada = middle + locative;
bi3_2t_AG_PC.eaf;00:15:14.811;;;9;3;;;;;;;;Kadin sesi tam ortada;;
bi3_2t_AG_PC.eaf;00:15:15.604;;;9;3;;;;;;;;Kadin sesi tam ortada;ortada = middle + locative;
bi3_2t_AG_PC.eaf;00:15:45.250;;;10;;;;;;;;;;;
bi3_2t_AG_PC.eaf;00:15:45.250;;;10;1;;Height;;;;;;Bir tane biraz asarda ses, kadin sesi;;
bi3_2t_AG_PC.eaf;00:15:47.194;;;10;1;asarda;Height;1;none;flat H;2;;Bir tane biraz asarda ses, kadin sesi;asarda = down + locative;
bi3_2t_AG_PC.eaf;00:15:49.609;;;10;2;;Height;;;;;;Bir tanesi biraz yuksek kadin sesi;;
bi3_2t_AG_PC.eaf;00:15:50.600;;;10;2;yuksek;Height;1;none;flat H;2;;Bir tanesi biraz yuksek kadin sesi;;
bi3_2t_AG_PC.eaf;00:16:33.953;;;;;;;;;;;;;ortada = middle + locative;
bi3_2t_AG_PC.eaf;00:16:33.957;;;11;;;;;;;;;;;
bi3_2t_AG_PC.eaf;00:16:33.957;;;11;1;;;;;;;;Ortada bir yerde;;
bi3_2t_AG_PC.eaf;00:16:43.187;;;11;2;;Height;;;;;;Öbusu kadin ve yuksek;;
bi3_2t_AG_PC.eaf;00:16:46.671;;;11;2;yuksek;Height;1;vert;flat H;1;gesture starts earlier;Öbusu kadin ve yuksek;;
bi3_2t_AG_PC.eaf;00:17:45.334;;;12;1;;Height;;;;;;"Bir cok, cok, cok cok hani asarda, buyuk bir ""proffesional"" (eng) adam";;
bi3_2t_AG_PC.eaf;00:17:48.550;;;12;1;asada;Height;1;vert;flat H;1;gesture starts earlier;"Bir cok, cok, cok cok hani asarda, buyuk bir ""proffesional"" (eng) adam";asarda = down + locative;
bi3_2t_AG_PC.eaf;00:18:41.750;;;;;;;;;;;Nothing in trial 14;;;
bi3_2t_AG_PC.eaf;00:19:46.900;;;;;;;;;;;Nothing in trial 15;;;
bi4_1t_AG_PC.eaf;00:00:35.968;;;1;;;;;;;;;;;
bi4_1t_AG_PC.eaf;00:00:35.968;;;1;1;;Height;;;;;;Ilk ses biraz daha yuksekti ;;
bi4_1t_AG_PC.eaf;00:00:37.146;;;1;1;yuksekti;Height;1;none;open;2;;Ilk ses biraz daha yuksekti ;yuksekti = high + past tense;
bi4_1t_AG_PC.eaf;00:00:38.377;;;1;2;;Thickness;;;;;;Ikinci ses daha böyle inceydi;;
bi4_1t_AG_PC.eaf;00:00:40.668;;;1;2;inceydi;Thickness;1;none;open;2;;Ikinci ses daha böyle inceydi;inceydi = thin + past tense;
bi4_1t_AG_PC.eaf;00:01:15.589;;;2;1;;Thickness;;;;;;Ilki böyle daha kalin sesliydi;;
bi4_1t_AG_PC.eaf;00:01:17.420;;;2;1;kalin;Thickness;1;size;open;2;;Ilki böyle daha kalin sesliydi;;
bi4_1t_AG_PC.eaf;00:02:59.463;;;3;1;;Thickness;;;;;The confederate asked about what quality the first sound had, they then listened to the recordings again and this was the participant's reply. You might want to exclude this part. ;Kalitesi inceydi;;
bi4_1t_AG_PC.eaf;00:03:00.022;;;3;1;inceydi;Thickness;1;none;other;2;The confederate asked about what quality the first sound had, they then listened to the recordings again and this was the participant's reply. You might want to exclude this part. ;Kalitesi inceydi;inceydi = thin + past tense;
bi4_1t_AG_PC.eaf;00:03:48.309;;;;;;;;;;;Nothing in trial 4;;;
bi4_1t_AG_PC.eaf;00:04:44.052;;;5;;;;;;;;;;;
bi4_1t_AG_PC.eaf;00:04:44.052;;;5;1;;;;;;;;Ilki ince sesli ama net;;
bi4_1t_AG_PC.eaf;00:04:45.141;;;5;1;ince;Thickness;1;size;open;2;;Ilki ince sesli ama net;;
bi4_1t_AG_PC.eaf;00:04:47.559;;;5;2;;Thickness;;;;;;Ikincisi de ayni ince sesli ama biraz daha böyle bagirarak sanki söyluyor;;
bi4_1t_AG_PC.eaf;00:04:48.710;;;5;2;ince;Thickness;1;none;open;2;;Ikincisi de ayni ince sesli ama biraz daha böyle bagirarak sanki söyluyor;;
bi4_1t_AG_PC.eaf;00:05:35.040;;;;;;;;;;;Nothing in trial 6;;;
bi4_1t_AG_PC.eaf;00:06:58.602;;;;;;;;;;;Nothing in trial 7;;;
bi4_1t_AG_PC.eaf;00:08:10.900;;;;;;;;;;;Nothing in trial 8;;;
bi4_1t_AG_PC.eaf;00:09:31.050;;;;;;;;;;;Nothing in trial 9;;;
bi4_1t_AG_PC.eaf;00:10:25.900;;;;;;;;;;;Nothing in trial 10;;;
bi4_1t_AG_PC.eaf;00:11:51.816;;;11;;;;;;;;;;;
bi4_1t_AG_PC.eaf;00:11:51.816;;;11;1;;Thickness;;;;;;Erkegin sesi daha böyle kalindi;;
bi4_1t_AG_PC.eaf;00:11:53.518;;;11;1;kalindi;Thickness;1;none;other;2;;Erkegin sesi daha böyle kalindi;kalindi = thick + past tense;
bi4_1t_AG_PC.eaf;00:11:56.046;;;11;2;;Thickness;;;;;;Kizin sesi daha inceydi;;
bi4_1t_AG_PC.eaf;00:11:57.010;;;11;2;inceydi;Thickness;0;;;;;Kizin sesi daha inceydi;inceydi = thin + past tense;
bi4_1t_AG_PC.eaf;00:12:32.159;;;12;1;;Thickness;;;;;;Biraz kalindi sesleri;;
bi4_1t_AG_PC.eaf;00:12:32.562;;;12;1;kalindi;Thickness;0;;;;;Biraz kalindi sesleri;kalindi = thick + past tense;
bi4_1t_AG_PC.eaf;00:12:43.932;;;13;1;;Thickness;;;;;;Ilki erkekti, kalin sesli;;
bi4_1t_AG_PC.eaf;00:12:45.314;;;13;1;kalin;Thickness;0;;;;;Ilki erkekti, kalin sesli;;
bi4_1t_AG_PC.eaf;00:13:32.492;;;14;;;;;;;;;;;
bi4_1t_AG_PC.eaf;00:13:32.492;;;14;1;;Thickness;;;;;;Ilkinin sesi kalindi;;
bi4_1t_AG_PC.eaf;00:13:33.791;;;14;1;kalindi;Thickness;1;size;open;2;;Ilkinin sesi kalindi;kalindi = thick + past tense;
bi4_1t_AG_PC.eaf;00:13:34.723;;;14;2;;Thickness;;;;;;Digerinin cok daha farkli, inceydi;;
bi4_1t_AG_PC.eaf;00:13:36.073;;;14;2;inceydi;Thickness;1;none;open;2;;Digerinin cok daha farkli, inceydi;inceydi = thin + past tense;
bi4_1t_AG_PC.eaf;00:14:04.566;;;15;1;;Thickness;;;;;;Kadindi, cok ince sesli;;
bi4_1t_AG_PC.eaf;00:14:05.663;;;15;1;ince;Thickness;0;;;;;Kadindi, cok ince sesli;;
bi4_2s_PC.eaf;00:00:20.400;;;1;;;;;;;;;;;
bi4_2s_PC.eaf;00:00:23.100;;;1;1;?;;1;size;neutral grip;2;;?;;
bi4_2s_PC.eaf;00:01:05.500;;;2;;;;;;;;;;;
bi4_2s_PC.eaf;00:01:12.600;;;2;1;;Other;;;;;;dom var mer så där grova i rösten;roughness;
bi4_2s_PC.eaf;00:01:14.500;;;2;1;grova;Other;1;size;neutral grip;2;;dom var mer så där grova i rösten;roughness;
bi4_2s_PC.eaf;00:01:18.500;;;2;2;;Other;;;;;;dom var mycket mildere i rösten;roughness;
bi4_2s_PC.eaf;00:01:19.550;;;2;2;mildere;Other;1;size;neutral grip;2;;dom var mycket mildere i rösten;roughness;
bi4_2s_PC.eaf;00:01:39.800;;;3;;;;;;;;;;;
bi4_2s_PC.eaf;00:02:14.050;;;4;;;;;;;;;;;
bi4_2s_PC.eaf;00:02:20.350;;;4;1;;Other;;;;;;dom var begge grova i rösten;roughness;
bi4_2s_PC.eaf;00:02:23.150;;;4;1;grova;Other;1;none;open;2;;dom var begge grova i rösten;roughness;
bi4_2s_PC.eaf;00:03:12.550;;;5;;;;;;;;;;;
bi4_2s_PC.eaf;00:04:06.100;;;6;;;;;;;;;;;
bi4_2s_PC.eaf;00:04:06.450;;;6;1;;;;;;;;begge två var kvinnor, den första var lite mer pippiga och liksom lite hög ljud;;
bi4_2s_PC.eaf;00:04:11.500;;;6;1;hög;Height;1;vert;flat V;2;;begge två var kvinnor, den första var lite mer pippiga och liksom lite hög ljud;;
bi4_2s_PC.eaf;00:04:12.700;;;6;2;;Other;;;;;;den andra var lite mer mildere och hade samma ton hela tiden;;
bi4_2s_PC.eaf;00:04:13.800;;;6;2;mildere;Other;1;none;other;2;;den andra var lite mer mildere och hade samma ton hela tiden;;
bi4_2s_PC.eaf;00:04:57.550;;;7;;;;;;;;;;;
bi4_2s_PC.eaf;00:04:58.075;;;7;1;;Height;;;;;;den första var en kvinlig som hade väldigt pipig röst och väldigt hög;;
bi4_2s_PC.eaf;00:05:01.175;;;7;1;hög;Height;1;vert;flat H;1;;den första var en kvinlig som hade väldigt pipig röst och väldigt hög;;
bi4_2s_PC.eaf;00:05:41.600;;;8;;;;;;;;;;;
bi4_2s_PC.eaf;00:06:14.150;;;9;;;;;;;;;;;
bi4_2s_PC.eaf;00:06:19.775;;;9;1;;Other;;;;;;och den var mild och jämn i tonen;roughness;
bi4_2s_PC.eaf;00:06:20.280;;;9;1;mild;Other;1;hori;flat H;2;;och den var mild och jämn i tonen;roughness;
bi4_2s_PC.eaf;00:06:52.100;;;10;;;;;;;;;;;
bi4_2s_PC.eaf;00:07:45.750;;;11;;;;;;;;;;;
bi4_2s_PC.eaf;00:07:48.100;;;11;1;;Other;;;;;;den första var lite mer mild;roughness;
bi4_2s_PC.eaf;00:07:49.500;;;11;1;mild;Other;0;;;;;den första var lite mer mild;roughness;
bi4_2s_PC.eaf;00:07:51.100;;;11;2;;Other;;;;;;och den andra var lite mer grov och pipig;roughness;
bi4_2s_PC.eaf;00:07:52.550;;;11;2;grov;Other;0;;;;;och den andra var lite mer grov och pipig;roughness;
bi4_2s_PC.eaf;00:08:25.500;;;12;;;;;;;;;;;
bi4_2s_PC.eaf;00:08:26.700;;;12;1;;;;;;;;en kvinna, med mild och jämn röst hela tiden';;
bi4_2s_PC.eaf;00:08:28.450;;;12;1;mild;Other;0;;;;;en kvinna, med mild och jämn röst hela tiden';roughness;
bi4_2s_PC.eaf;00:08:54.900;;;13;;;;;;;;;;;
bi4_2s_PC.eaf;00:10:04.100;;;14;;;;;;;;;;;
bi5_1s_PC.eaf;00:01:30.800;;;1;1;;;;;;;;;;
bi5_1s_PC.eaf;00:01:31.600;;;1;1;;;;;;;;det är samma fast lite lägre;;
bi5_1s_PC.eaf;00:01:32.840;;;1;1;lägre;Height;1;vert;flat H;1;;det är samma fast lite lägre;;
bi5_1s_PC.eaf;00:01:57.200;;;2;;;;;;;;;;;
bi5_1s_PC.eaf;00:02:32.400;;;3;;;;;;;;;;;
bi5_1s_PC.eaf;00:03:18.900;;;4;;;;;;;;;;;
bi5_1s_PC.eaf;00:03:22.800;;;4;1;;;;;;;;(   ) jätte jätte mörk basröst;;
bi5_1s_PC.eaf;00:03:23.920;;;4;1;mörk;Brightness;1;none;none;1;;(   ) jätte jätte mörk basröst;;
bi5_1s_PC.eaf;00:04:13.800;;;5;;;;;;;;;;;
bi5_1s_PC.eaf;00:04:21.100;;;5;1;;Other;;;;;;den andra är maskulin men mörk;softness;
bi5_1s_PC.eaf;00:04:22.360;;;5;1;mjuk;Other;1;none;open;2;;den andra är maskulin men mörk;softness;
bi5_1s_PC.eaf;00:04:51.000;;;6;;;;;;;;;;;
bi5_1s_PC.eaf;00:05:27.000;;;7;;;;;;;;;;;
bi5_1s_PC.eaf;00:06:11.100;;;8;;;;;;;;;;;
bi5_1s_PC.eaf;00:06:25.700;;;8;1;;;;;;;;den andra var () det mer höger klang;;
bi5_1s_PC.eaf;00:06:27.520;;;8;1;högre;Height;1;vert;flat H;1;;den andra var () det mer höger klang;;
bi5_1s_PC.eaf;00:06:40.800;;;9;;;;;;;;;;;
bi5_1s_PC.eaf;00:07:14.700;;;10;;;;;;;;;;;
bi5_1s_PC.eaf;00:07:19.400;;;10;1;;Height;;;;;;samma tonart, lite låg;;
bi5_1s_PC.eaf;00:07:20.500;;;10;1;låg;Height;0;;;;;samma tonart, lite låg;;
bi5_1s_PC.eaf;00:07:47.700;;;11;;;;;;;;;;;
bi5_1s_PC.eaf;00:07:49.300;;;11;1;;;;;;;;här var ju andra tonen ehh sån lite 8) skarpare;;
bi5_1s_PC.eaf;00:07:52.680;;;11;1;skarpare;Other;0;;;;;här var ju andra tonen ehh sån lite 8) skarpare;sharpness;
bi5_1s_PC.eaf;00:08:17.600;;;12;;;;;;;;;;;
bi5_1s_PC.eaf;00:08:20.500;;;12;1;;Height;;;;;;den andra var lite djupare;;
bi5_1s_PC.eaf;00:08:21.520;;;12;1;djupare;Height;0;;;;;den andra var lite djupare;;
bi5_1s_PC.eaf;00:08:48.200;;;13;;;;;;;;;;;
bi5_1s_PC.eaf;00:08:55.360;;;13;1;;Height;;;;;;den första var lite högre;;
bi5_1s_PC.eaf;00:08:56.830;;;13;1;högre;Height;0;;;;;den första var lite högre;;
bi5_1s_PC.eaf;00:09:40.600;;;14;;;;;;;;;;;
bi5_1s_PC.eaf;00:09:41.500;;;14;1;;Height;;;;;;den första var lite . altså . låg på et jobbigt sätt;;
bi5_1s_PC.eaf;00:09:45.480;;;14;1;låg;Height;0;;;;;den första var lite . altså . låg på et jobbigt sätt;;
bi5_1s_PC.eaf;00:09:52.280;;;14;2;;Height;;;;;;och den andrea var . ( ) låg ton;;
bi5_1s_PC.eaf;00:09:57.360;;;14;2;låg;Height;0;;;;;och den andrea var . ( ) låg ton;;
bi5_1s_PC.eaf;00:10:30.300;;;15;;;;;;;;;;;
bi5_1s_PC.eaf;00:10:33.680;;;15;1;högre;Height;1;none;open;1;;högre;;
bi5_2t_AG_PC.eaf;00:00:15.500;;;;;;;;;;;Nothing in trial 1;;;
bi5_2t_AG_PC.eaf;00:01:13.300;;;;;;;;;;;Nothing in trial 2;;;
bi5_2t_AG_PC.eaf;00:02:28.302;;;;;;;;;;;"Confederate asks: ""and the first one?"" I included the participant's response, but you might want to exclude it.";;;
bi5_2t_AG_PC.eaf;00:02:29.002;;;3;1;;Height;;;;;;Ilki biraz daha yuksek, tiz bir ses yani;;
bi5_2t_AG_PC.eaf;00:02:29.707;;;3;1;yuksek;Height;1;vert;flat H;1;;Ilki biraz daha yuksek, tiz bir ses yani;;
bi5_2t_AG_PC.eaf;00:02:47.727;;;4;1;;;;;;;;Ikincisi dedigimiz gibi o yuksek seviyede bir disi sesi;;
bi5_2t_AG_PC.eaf;00:02:49.967;;;4;1;yuksek;Height;1;vert;flat H;1;gesture before;Ikincisi dedigimiz gibi o yuksek seviyede bir disi sesi;;
bi5_2t_AG_PC.eaf;00:03:14.560;;;;;;;;;;;Nothing in trial 5;;;
bi5_2t_AG_PC.eaf;00:04:47.095;;;6;1;;;;;;;;Ya bayan, ya kastrat, yuksek oktavli bir ses;;
bi5_2t_AG_PC.eaf;00:04:48.509;;;6;1;yuksek;Height;1;vert;open;1;gesture starts before;Ya bayan, ya kastrat, yuksek oktavli bir ses;;
bi5_2t_AG_PC.eaf;00:05:19.010;;;7;1;;;;;;;;Ikincisi kesinlikle bir bayan ama biraz daha yuksek bir oktavda bir ses;;
bi5_2t_AG_PC.eaf;00:05:21.854;;;7;1;yuksek;Height;1;vert;open;1;gesture slightly later;Ikincisi kesinlikle bir bayan ama biraz daha yuksek bir oktavda bir ses;;
bi5_2t_AG_PC.eaf;00:05:47.060;;;;;;;;;;;Nothing in trial 8;;;
bi5_2t_AG_PC.eaf;00:06:41.110;;;;;;;;;;;Nothing in trial 9;;;
bi5_2t_AG_PC.eaf;00:07:17.380;;;;;yuksek;Height;0;;;;;;;
bi5_2t_AG_PC.eaf;00:07:17.382;;;10;1;;;;;;;;Yuksek bir ses;;
bi5_2t_AG_PC.eaf;00:08:00.160;;;;;;;;;;;Nothing in trial 11;;;
bi5_2t_AG_PC.eaf;00:08:31.310;;;;;;;;;;;Nothing in trial 12;;;
bi5_2t_AG_PC.eaf;00:09:11.059;;;;;;;;;;;"The confederate asks two questions here: 1) ""The first one?"" 2) ""There is a large difference between the two?"" And the participant answers them here also. I included the following part becasue it is not an answer to these questions.";;;
bi5_2t_AG_PC.eaf;00:09:16.804;;;13;1;;;;;;;;Ikincisi daha yuksek bir tonda;;
bi5_2t_AG_PC.eaf;00:09:17.804;;;13;1;yuksek;Height;1;vert;flat H;1;;Ikincisi daha yuksek bir tonda;;
bi5_2t_AG_PC.eaf;00:09:33.820;;;;;yuksek;Height;1;vert;flat H;1;;;;
bi5_2t_AG_PC.eaf;00:09:33.830;;;14;1;;;;;;;;Yuksek bir Mariah Carey tonuydu ama cocuksu versiyonu;;
bi5_2t_AG_PC.eaf;00:09:56.310;;;;;;;;;;;Nothing in trial 15;;;
bi6_1t_AG_PC.eaf;00:00:24.440;;;1;;;;;;;;;;;
bi6_1t_AG_PC.eaf;00:00:24.511;;;1;1;;Height;;;;;;Biri daha yuksek;;
